player,player_id,position,team_name,player_game_count,batted_passes,declined_penalties,franchise_id,grades_pass_rush_defense,hits,hurries,pass_rush_opp,pass_rush_percent,pass_rush_win_rate,pass_rush_wins,penalties,prp,sacks,snap_counts_pass_play,snap_counts_pass_rush,total_pressures,true_pass_set_batted_passes,true_pass_set_grades_pass_rush_defense,true_pass_set_hits,true_pass_set_hurries,true_pass_set_pass_rush_opp,true_pass_set_pass_rush_percent,true_pass_set_pass_rush_win_rate,true_pass_set_pass_rush_wins,true_pass_set_prp,true_pass_set_sacks,true_pass_set_snap_counts_pass_play,true_pass_set_snap_counts_pass_rush,true_pass_set_total_pressures
Jalyn Holmes,48400,DI,NYJ,5,0,0,22,54.0,0,1,34,100.0,0.0,0,2,4.4,1,35,35,2,0,58.4,0,1,12,100.0,0.0,0,12.5,1,12,12,2
Kentavius Street,48404,DI,ATL,13,1,1,2,59.5,0,7,150,98.8,6.0,9,2,3.0,1,160,158,8,0,62.1,0,4,65,98.6,9.2,6,4.6,1,71,70,5
Anthony Nelson,48405,ED,TB,18,1,0,30,60.0,4,10,198,76.3,10.1,20,1,4.5,2,274,209,16,0,58.2,3,7,87,78.6,12.6,11,6.9,1,117,92,11
Jonathan Greenard,48407,ED,HST,17,2,1,13,72.9,11,28,410,97.8,12.4,51,4,8.2,14,450,440,53,1,76.0,7,21,219,98.7,17.8,39,12.3,13,237,234,41
Mike Danna,48415,ED,KC,20,3,0,16,58.6,7,32,558,95.4,7.3,41,0,4.9,8,609,581,47,0,63.6,6,20,244,95.9,11.5,28,8.6,8,270,259,34
James Smith-Williams,48455,ED,WAS,13,0,1,32,50.0,6,16,237,98.4,6.8,16,1,5.1,1,250,246,23,0,53.6,4,10,109,98.3,10.1,11,7.3,1,117,115,15
Sam Hubbard,48457,ED,CIN,15,0,0,7,57.5,13,21,391,88.3,8.2,32,3,5.9,6,463,409,40,0,61.3,11,12,172,94.3,11.0,19,9.6,5,194,183,28
Tyquan Lewis,48475,ED,IND,17,3,1,14,76.6,8,31,251,100.0,17.1,43,2,9.8,5,259,259,44,2,75.8,5,19,133,100.0,20.3,27,11.3,3,138,138,27
Justin Hollins,48498,ED,LAC,11,0,0,27,46.8,0,7,100,88.1,4.0,4,1,4.5,1,118,104,8,0,47.3,0,4,53,88.7,3.8,2,5.7,1,62,55,5
Carl Granderson,48500,ED,NO,17,1,0,20,63.6,11,38,488,96.3,11.5,56,4,6.9,9,542,522,58,0,67.8,7,23,244,99.6,14.8,36,9.0,7,265,264,37
Chase Winovich,48523,ED,MIA,1,0,0,17,56.2,0,0,2,100.0,0.0,0,0,0.0,0,2,2,0,0,56.2,0,0,2,100.0,0.0,0,0.0,0,2,2,0
Bradley Chubb,48526,ED,MIA,16,1,1,17,84.9,13,44,445,89.3,16.6,74,4,9.3,13,532,475,70,0,85.0,6,30,214,91.7,20.6,44,11.7,7,252,231,43
Oshane Ximines,48538,ED,NYG,3,0,1,21,63.9,1,2,19,60.6,15.8,3,1,7.9,0,33,20,3,0,66.7,1,0,5,50.0,20.0,1,10.0,0,12,6,1
Dorance Armstrong,48557,ED,DAL,18,1,0,9,69.7,4,22,272,96.7,12.1,33,1,8.1,9,300,290,35,1,73.3,4,16,149,98.2,15.4,23,10.7,6,165,162,26
Malik Reed,48567,ED,MIA,5,0,0,17,62.5,0,0,23,52.3,13.0,3,0,0.0,0,44,23,0,0,64.9,0,0,11,68.8,18.2,2,0.0,0,16,11,0
Harold Landry III,48600,ED,TEN,17,0,0,31,62.6,10,26,408,83.0,10.3,42,2,7.1,11,524,435,47,0,62.6,5,16,226,90.0,11.5,26,8.2,8,270,243,29
Tyler Lancaster,48604,DI,DEN,3,0,0,10,51.5,0,0,20,95.2,0.0,0,0,0.0,0,21,20,0,0,53.5,0,0,7,100.0,0.0,0,0.0,0,7,7,0
Roy Lopez,48676,DI,ARZ,14,0,0,1,60.6,1,14,171,100.0,8.8,15,1,4.4,0,182,182,15,0,62.4,0,6,51,100.0,11.8,6,5.9,0,53,53,6
Harrison Phillips,48690,DI,MIN,17,2,0,18,53.6,2,15,427,94.0,4.4,19,2,2.9,4,466,438,21,0,57.4,2,11,143,98.7,7.7,11,6.6,3,150,148,16
Daron Payne,48698,DI,WAS,17,3,1,32,57.1,6,24,548,99.5,6.0,33,4,3.6,5,578,575,35,1,61.7,5,17,258,99.3,10.1,26,5.8,4,278,276,26
Greg Gaines,48706,DI,TB,19,0,0,30,60.3,4,6,290,98.7,6.9,20,2,2.4,2,311,307,12,0,58.7,3,4,120,99.2,8.3,10,3.8,1,126,125,8
Rasheem Green,48731,ED,CHI,17,0,0,6,52.1,3,9,213,97.8,7.0,15,1,3.8,2,230,225,14,0,57.8,1,5,89,97.0,11.2,10,5.6,2,101,98,8
Marlon Davidson,48741,DI,TEN,5,0,0,31,57.0,0,2,92,99.0,4.3,4,0,2.2,1,100,99,3,0,61.0,0,2,35,100.0,8.6,3,2.9,0,39,39,2
Taven Bryan,48753,DI,IND,17,0,0,14,68.7,0,9,142,97.4,11.3,16,1,4.6,2,153,149,11,0,76.9,0,6,47,100.0,19.1,9,8.5,1,49,49,7
Bruce Hector,48759,DI,NYJ,2,0,0,22,53.4,0,0,13,100.0,0.0,0,0,0.0,0,13,13,0,0,59.7,0,0,1,100.0,0.0,0,0.0,0,1,1,0
Deadrin Senat,48815,DI,TB,2,0,0,30,54.9,0,0,8,100.0,0.0,0,0,0.0,0,8,8,0,0,58.2,0,0,2,100.0,0.0,0,0.0,0,2,2,0
L.J. Collier,48822,DI,ARZ,1,0,0,1,42.9,0,1,23,100.0,0.0,0,0,2.2,0,26,26,1,0,51.8,0,0,12,100.0,0.0,0,0.0,0,12,12,0
Michael Dogbe,48850,DI,HST,1,0,0,13,54.5,0,0,8,100.0,0.0,0,0,0.0,0,8,8,0,0,55.3,0,0,5,100.0,0.0,0,0.0,0,5,5,0
Eli Ankou,48856,DI,ATL,1,0,0,2,67.8,0,0,5,100.0,20.0,1,0,0.0,0,5,5,0,0,57.8,0,0,2,100.0,0.0,0,0.0,0,2,2,0
Daniel Ekuale,48874,DI,NE,3,0,0,19,51.8,0,0,36,100.0,2.8,1,0,0.0,0,38,38,0,0,49.5,0,0,17,100.0,0.0,0,0.0,0,18,18,0
Poona Ford,48875,DI,BUF,8,0,0,4,71.5,2,6,82,98.9,17.1,14,0,6.1,1,87,86,9,0,72.0,1,6,36,100.0,27.8,10,12.5,1,39,39,8
Taylor Stallworth,48935,DI,TEN,1,0,0,31,55.7,0,0,3,100.0,0.0,0,0,0.0,0,3,3,0,0,,0,0,0,,,0,,0,0,0,0
Justin Jones,48940,DI,CHI,17,3,0,6,52.5,13,18,471,97.4,5.7,27,2,4.4,5,500,487,36,1,54.2,8,16,247,97.7,8.5,21,6.9,5,264,258,29
Vita Vea,48956,DI,TB,17,0,0,30,78.2,4,28,419,98.5,14.1,59,1,5.5,7,455,448,39,0,81.8,3,21,196,99.5,19.9,39,8.7,5,213,212,29
Tim Settle,48966,DI,BUF,19,0,0,4,63.5,1,12,234,98.8,9.0,21,2,3.2,1,252,249,14,0,66.4,1,8,94,99.0,14.9,14,4.8,0,102,101,9
Kevin Strong,48981,DI,ARZ,14,1,0,1,61.2,0,9,220,100.0,6.8,15,2,3.4,3,229,229,12,0,59.3,0,5,69,100.0,7.2,5,6.5,2,72,72,7
Khalil Davis,48988,DI,HST,17,0,0,13,63.7,4,17,256,100.0,9.0,23,2,4.9,2,269,269,23,0,64.0,3,13,126,100.0,11.1,14,7.9,2,130,130,18
Kendal Vickers,48993,DI,BUF,2,0,0,4,60.6,0,2,28,100.0,7.1,2,0,3.6,0,31,31,2,0,54.9,0,0,11,100.0,0.0,0,0.0,0,14,14,0
Nick Scott,49012,S,CIN,17,0,0,7,75.0,1,4,27,7.2,7.4,2,1,9.3,0,388,28,5,0,85.7,1,2,10,6.5,20.0,2,15.0,0,170,11,3
Josh Woods,49023,LB,ARZ,11,0,0,1,52.8,1,2,27,8.8,7.4,2,0,5.6,0,307,27,3,0,55.3,1,0,10,7.7,10.0,1,5.0,0,130,10,1
Justin Reid,49048,S,KC,20,1,1,16,73.2,3,4,53,7.1,13.2,7,3,16.0,5,790,56,12,1,76.8,2,2,26,9.0,19.2,5,23.1,4,323,29,8
Tre Flowers,49059,CB,ATL,8,0,0,2,52.3,0,0,2,2.7,0.0,0,2,0.0,0,112,3,0,0,52.3,0,0,2,4.5,0.0,0,0.0,0,67,3,0
Khaleke Hudson,49073,LB,WAS,12,0,0,32,67.0,1,5,25,11.5,8.0,2,0,16.0,1,218,25,7,0,65.7,0,2,9,11.4,22.2,2,11.1,0,79,9,2
Jalen Thompson,49116,S,ARZ,15,0,0,1,69.6,2,2,15,2.9,0.0,0,3,20.0,1,525,15,5,0,64.0,1,0,6,3.0,0.0,0,8.3,0,201,6,1
Ryan Neal,49132,S,TB,16,0,0,30,45.4,0,2,21,5.7,0.0,0,1,4.8,0,370,21,2,0,47.4,0,1,10,7.3,0.0,0,5.0,0,137,10,1
Jessie Bates III,49162,S,ATL,17,0,0,2,59.2,1,3,14,2.3,0.0,0,1,14.3,0,658,15,4,0,61.4,1,2,7,2.2,0.0,0,21.4,0,325,7,3
Ezekiel Turner,49167,LB,ARZ,2,0,0,1,60.0,0,0,1,4.5,0.0,0,1,0.0,0,22,1,0,0,,0,0,0,0.0,,0,,0,8,0,0
Jordan Whitehead,49196,S,NYJ,17,0,0,22,53.7,0,1,5,0.8,0.0,0,1,30.0,1,603,5,2,0,56.3,0,1,2,0.7,0.0,0,75.0,1,279,2,2
Ronnie Harrison,49206,LB,IND,6,0,0,14,67.8,0,0,3,2.4,0.0,0,1,33.3,1,123,3,1,0,,0,0,0,0.0,,0,,0,48,0,0
Demetrius Flannigan-Fowles,49231,LB,SF,9,0,0,28,54.2,0,0,2,3.0,0.0,0,0,0.0,0,99,3,0,0,55.5,0,0,1,4.2,0.0,0,0.0,0,48,2,0
Andrew Wingard,49268,S,JAX,16,0,0,15,77.5,1,1,6,3.8,50.0,3,0,16.7,0,186,7,2,0,67.3,0,0,2,2.9,50.0,1,0.0,0,68,2,0
Carlton Davis III,49335,CB,TB,14,0,2,30,55.8,0,0,3,0.6,0.0,0,6,0.0,0,545,3,0,0,,0,0,0,0.0,,0,,0,242,0,0
Kindle Vildor,49346,CB,DET,9,0,0,11,74.9,1,0,2,0.7,0.0,0,3,25.0,0,273,2,1,0,,0,0,0,0.0,,0,,0,139,0,0
Chandon Sullivan,49349,CB,PIT,18,2,0,25,57.1,0,5,36,12.7,8.3,3,3,6.9,0,292,37,5,1,57.7,0,2,16,11.0,12.5,2,6.3,0,154,17,2
Jaire Alexander,49350,CB,GB,9,0,0,12,39.8,0,1,1,0.3,0.0,0,1,50.0,0,339,1,1,0,39.8,0,1,1,0.6,0.0,0,50.0,0,162,1,1
Ugo Amadi,49352,CB,NO,8,0,0,20,53.4,0,1,4,8.2,0.0,0,0,12.5,0,49,4,1,0,54.8,0,1,2,9.1,0.0,0,25.0,0,22,2,1
Greg Stroman Jr.,49354,CB,CHI,5,0,0,6,53.8,0,2,12,11.3,0.0,0,1,16.7,1,115,13,3,0,56.6,0,1,9,14.3,0.0,0,16.7,1,70,10,2
Isaac Yiadom,49355,CB,NO,15,0,1,20,60.0,0,1,1,0.3,0.0,0,2,50.0,0,320,1,1,0,,0,0,0,0.0,,0,,0,176,0,0
Chris Lammons,49368,CB,IND,1,0,0,14,56.5,0,0,2,4.3,0.0,0,1,0.0,0,46,2,0,0,60.0,0,0,1,3.4,0.0,0,0.0,0,29,1,0
C.J. Gardner-Johnson,49371,S,DET,6,0,0,11,50.7,0,2,10,4.8,0.0,0,3,10.0,0,207,10,2,0,53.4,0,1,4,3.8,0.0,0,12.5,0,106,4,1
Jaylon Jones,49374,CB,CHI,10,0,0,6,70.8,1,1,3,3.0,0.0,0,2,33.3,0,99,3,2,0,72.6,1,0,2,3.4,0.0,0,25.0,0,59,2,1
Donte Jackson,49377,CB,CAR,16,0,0,5,60.0,0,1,1,0.2,0.0,0,4,50.0,0,482,1,1,0,,0,0,0,0.0,,0,,0,186,0,0
Danny Johnson,49379,CB,WAS,8,0,0,32,52.7,0,0,4,2.6,0.0,0,1,0.0,0,155,4,0,0,60.0,0,0,1,1.2,0.0,0,0.0,0,82,1,0
Cam Lewis,49395,S,BUF,13,0,0,4,59.4,0,0,1,0.7,0.0,0,0,0.0,0,150,1,0,0,,0,0,0,0.0,,0,,0,97,0,0
M.J. Stewart,49397,S,HST,6,0,1,13,63.5,0,1,4,3.7,0.0,0,1,12.5,0,107,4,1,0,67.7,0,1,2,3.6,0.0,0,25.0,0,56,2,1
Donovan Wilson,49408,S,DAL,16,0,0,9,80.7,1,5,19,4.2,5.3,1,4,15.8,0,473,20,6,0,79.4,0,1,4,1.7,0.0,0,12.5,0,230,4,1
Julian Blackmon,49434,S,IND,15,1,0,14,50.2,1,3,18,3.4,5.6,1,0,11.1,0,564,19,4,0,51.0,0,0,4,1.4,0.0,0,0.0,0,278,4,0
Taron Johnson,49511,CB,BUF,19,0,1,4,69.3,1,6,31,4.9,12.9,4,6,14.5,1,688,34,8,0,79.1,1,3,13,4.3,15.4,2,23.1,1,325,14,5
Nick McCloud,49535,CB,NYG,10,0,0,21,56.4,0,0,2,1.1,0.0,0,0,0.0,0,184,2,0,0,60.0,0,0,1,1.5,0.0,0,0.0,0,66,1,0
Denzel Ward,49558,CB,CLV,14,0,0,8,55.5,0,0,2,0.5,0.0,0,3,0.0,0,421,2,0,0,,0,0,0,0.0,,0,,0,189,0,0
Ashtyn Davis,49560,S,NYJ,17,1,0,22,76.4,0,1,3,2.7,0.0,0,0,16.7,0,113,3,1,0,,0,0,0,0.0,,0,,0,40,0,0
Matt Dickerson,49601,DI,KC,13,0,1,16,53.7,0,1,94,99.0,3.2,3,1,0.5,0,99,98,1,0,60.8,0,1,20,100.0,10.0,2,2.5,0,21,21,1
Zach Allen,49605,DI,DEN,17,1,0,10,68.8,15,38,525,99.3,11.4,60,2,6.4,7,564,560,60,0,70.2,10,28,266,100.0,15.0,40,8.6,4,284,284,42
Nick Thurman,49607,DI,CAR,17,0,0,5,55.0,1,2,121,100.0,3.3,4,1,1.2,0,130,130,3,0,59.1,0,0,32,100.0,3.1,1,0.0,0,36,36,0
Markus Bailey,49681,LB,CIN,4,0,0,7,60.0,0,0,1,7.7,0.0,0,0,0.0,0,13,1,0,0,,0,0,0,0.0,,0,,0,2,0,0
Shaquille Leonard,49684,LB,PHI,14,0,0,24,64.3,0,4,17,5.5,0.0,0,0,17.6,1,307,17,5,0,74.8,0,2,4,3.3,0.0,0,50.0,1,122,4,3
Cole Holcomb,49753,LB,PIT,8,0,0,25,60.8,2,2,30,12.5,10.0,3,1,6.7,0,265,33,4,0,59.2,1,1,10,9.3,10.0,1,10.0,0,140,13,2
Quincy Williams,49779,LB,NYJ,17,0,1,22,69.2,2,3,39,6.6,10.3,4,5,11.5,2,617,41,7,0,75.4,0,3,23,8.8,17.4,4,15.2,2,284,25,5
Azeez Al-Shaair,49792,LB,TEN,17,0,0,31,46.8,4,7,54,8.8,0.0,0,4,12.0,1,667,59,12,0,43.3,0,3,18,7.1,0.0,0,8.3,0,296,21,3
Zaire Franklin,49834,LB,IND,16,0,0,14,56.8,1,4,42,6.9,4.8,2,2,10.7,2,619,43,7,0,64.0,1,3,26,9.2,7.7,2,15.4,2,293,27,6
Christian Rozeboom,49862,LB,LA,18,0,0,26,61.5,2,2,33,9.6,9.1,3,0,6.1,0,375,36,4,0,64.9,1,2,23,13.2,13.0,3,6.5,0,189,25,3
B.J. Hill,49894,DI,CIN,17,1,0,7,65.8,14,23,473,98.4,8.2,39,3,5.0,5,507,499,42,0,73.6,11,16,202,98.6,13.4,27,8.7,4,222,219,31
Sebastian Joseph-Day,49935,DI,SF,19,0,0,28,62.5,7,15,334,99.7,8.7,29,1,4.2,3,351,350,25,0,63.6,3,10,144,100.0,13.2,19,5.2,1,153,153,14
Jerry Tillery,49949,DI,LV,17,0,0,23,67.5,4,23,272,100.0,9.9,27,2,5.7,2,283,283,29,0,75.1,3,17,116,100.0,17.2,20,9.5,1,121,121,21
Derrick Nnadi,49970,DI,KC,18,1,0,16,51.8,0,8,230,96.0,2.2,5,2,2.2,1,251,241,9,0,54.2,0,3,65,93.3,3.1,2,3.8,1,75,70,4
Broderick Washington,50049,DI,BLT,18,0,0,3,54.5,3,14,252,98.2,4.8,12,0,4.2,2,272,267,19,0,58.4,3,11,124,98.5,6.5,8,7.3,2,137,135,16
Uchenna Nwosu,50084,ED,SEA,6,0,1,29,65.7,3,9,153,87.6,9.8,15,2,5.2,2,186,163,14,0,73.3,1,5,78,88.3,12.8,10,6.4,2,94,83,8
John Franklin-Myers,50088,ED,NYJ,17,2,0,22,67.4,12,35,336,98.9,14.0,47,2,7.9,3,363,359,50,0,68.2,8,23,171,100.0,18.7,32,10.8,3,185,185,34
Josh Sweat,50120,ED,PHI,18,1,0,24,72.1,16,46,569,96.1,14.2,81,6,6.9,8,621,597,70,0,77.6,12,37,306,98.5,20.6,63,9.6,5,327,322,54
Lorenzo Carter,50126,ED,ATL,17,0,0,2,60.2,6,12,208,94.6,7.2,15,0,5.8,3,239,226,21,0,61.8,4,8,100,96.4,11.0,11,8.0,2,112,108,14
Ogbo Okoronkwo,50130,ED,CLV,15,1,0,8,62.8,3,25,266,95.0,10.5,28,1,7.1,5,302,287,33,1,68.2,2,17,131,96.7,16.0,21,10.3,4,150,145,23
Jacob Martin,50152,ED,IND,17,0,1,14,71.5,1,11,104,100.0,17.3,18,1,7.7,2,107,107,14,0,72.4,0,8,42,100.0,23.8,10,11.9,1,43,43,9
Malcolm Roach,50191,DI,NO,12,3,0,20,62.9,2,4,137,98.7,4.4,6,0,2.2,0,151,149,6,2,64.7,0,2,47,100.0,6.4,3,2.1,0,54,54,2
Benning Potoa'e,50195,DI,WAS,1,0,0,32,53.5,0,0,10,100.0,0.0,0,0,0.0,0,11,11,0,0,55.3,0,0,3,100.0,0.0,0,0.0,0,3,3,0
Arden Key,50201,ED,TEN,17,0,1,31,73.0,4,29,443,96.6,12.6,56,5,5.3,7,493,476,40,0,73.7,3,20,224,98.8,16.1,36,6.5,3,245,242,26
Oren Burks,50203,LB,SF,18,0,0,28,50.9,1,6,18,7.5,5.6,1,0,25.0,1,252,19,8,0,63.3,1,5,9,9.1,11.1,1,44.4,1,99,9,7
Rashaan Evans,50213,LB,DAL,6,0,0,9,50.2,0,0,7,24.2,0.0,0,1,0.0,0,33,8,0,0,52.6,0,0,3,22.2,0.0,0,0.0,0,18,4,0
Josh Hines-Allen,50235,ED,JAX,17,0,0,15,89.4,17,54,493,85.1,20.5,101,1,11.1,19,603,513,90,0,91.3,13,43,218,88.2,33.5,73,17.4,10,262,231,66
Marquis Haynes Sr.,50244,ED,CAR,7,0,0,5,56.5,1,8,70,79.1,10.0,7,0,7.9,1,91,72,10,0,63.3,1,7,35,86.0,14.3,5,14.3,1,43,37,9
Marcus Davenport,50291,ED,MIN,4,0,0,18,60.1,2,3,72,98.7,9.7,7,0,6.3,2,78,77,7,0,55.7,1,3,31,100.0,9.7,3,12.9,2,33,33,6
Christian Wilkins,50293,DI,MIA,18,2,0,17,70.8,17,34,572,99.8,8.7,50,7,6.2,10,610,609,61,0,73.0,9,22,256,100.0,10.9,28,9.2,8,275,275,39
Nik Needham,50356,CB,MIA,11,0,0,17,56.3,0,0,2,3.2,0.0,0,1,0.0,0,62,2,0,0,60.0,0,0,1,2.0,0.0,0,0.0,0,51,1,0
Tre Herndon,50380,CB,JAX,15,1,0,15,87.0,3,4,25,6.6,8.0,2,1,14.0,0,394,26,7,0,89.4,3,3,13,6.1,7.7,1,23.1,0,213,13,6
Isaiah Oliver,50393,CB,SF,16,0,2,28,58.0,2,1,17,4.8,0.0,0,4,8.8,0,356,17,3,0,66.5,2,0,9,4.6,0.0,0,11.1,0,196,9,2
Juan Thornhill,50426,S,CLV,12,0,0,8,83.8,2,1,5,1.3,40.0,2,1,30.0,0,382,5,3,0,78.0,1,1,3,1.8,66.7,2,33.3,0,166,3,2
Mike Jackson,50437,CB,SEA,15,0,0,29,53.7,0,0,3,1.1,0.0,0,0,0.0,0,282,3,0,0,53.7,0,0,3,2.2,0.0,0,0.0,0,138,3,0
Parry Nickerson,50511,CB,MIA,3,0,0,17,68.4,0,0,5,10.2,0.0,0,2,0.0,0,59,6,0,0,55.3,0,0,2,5.9,0.0,0,0.0,0,34,2,0
Mike Ford,50535,CB,CLV,11,0,0,8,64.7,0,0,6,5.3,16.7,1,1,0.0,0,114,6,0,0,55.0,0,0,2,3.4,0.0,0,0.0,0,58,2,0
Charles Omenihu,50612,ED,KC,14,2,1,16,70.6,5,24,304,98.1,11.2,34,2,7.4,8,324,318,37,1,75.5,4,16,147,98.1,16.3,24,10.2,5,158,155,25
Josey Jewell,50720,LB,DEN,16,0,0,10,71.6,1,8,67,15.1,10.4,7,1,11.2,3,476,72,12,0,81.9,1,7,37,17.8,13.5,5,18.9,3,225,40,11
Cody Barton,50727,LB,WAS,13,0,0,32,61.1,2,7,32,7.0,6.3,2,3,14.1,0,487,34,9,0,66.1,2,4,15,7.2,13.3,2,20.0,0,221,16,6
Jordyn Brooks,50851,LB,SEA,16,0,1,29,85.0,1,6,40,9.5,7.5,3,2,23.8,6,455,43,13,0,85.8,0,0,19,10.3,10.5,2,21.1,4,185,19,4
Roquan Smith,50892,LB,BLT,18,1,0,3,57.8,3,10,96,12.7,8.3,8,3,8.9,2,830,105,15,0,62.5,3,8,52,13.3,11.5,6,12.5,1,421,56,12
Andre Smith,50897,LB,ATL,5,0,0,2,68.3,0,0,3,6.3,0.0,0,0,0.0,0,48,3,0,0,55.7,0,0,2,8.0,0.0,0,0.0,0,25,2,0
Tremaine Edmunds,50905,LB,CHI,15,0,2,6,42.5,0,4,42,7.3,4.8,2,2,4.8,0,589,43,4,0,47.1,0,3,22,8.3,9.1,2,6.8,0,277,23,3
Robert Spillane,50918,LB,LV,17,0,1,23,87.7,2,13,52,8.3,19.2,10,2,22.1,4,661,55,19,0,86.7,0,10,32,11.6,28.1,9,21.9,2,292,34,12
Leighton Vander Esch,50950,LB,DAL,5,0,0,9,51.0,1,2,27,18.9,0.0,0,0,5.6,0,164,31,3,0,54.4,1,1,14,19.0,0.0,0,7.1,0,84,16,2
Bobby Okereke,50954,LB,NYG,17,1,1,21,59.2,3,14,126,20.5,7.9,10,7,9.1,3,663,136,20,0,56.8,3,6,53,26.3,9.4,5,12.3,2,232,61,11
Ja'Whaun Bentley,50966,LB,NE,16,1,0,19,63.8,7,11,121,21.5,4.1,5,0,10.7,4,587,126,22,0,65.3,6,9,73,28.7,6.8,5,15.8,4,265,76,19
Frankie Luvu,51028,LB,CAR,17,1,0,5,90.1,5,8,100,19.8,19.0,19,0,13.5,7,526,104,20,0,84.8,3,5,45,24.3,17.8,8,22.2,6,202,49,14
Tyrel Dodson,51045,LB,BUF,16,0,0,4,72.8,4,5,39,12.5,10.3,4,1,19.2,3,335,42,12,0,63.5,2,4,20,15.2,15.0,3,15.0,0,145,22,6
Shaquille Quarterman,51048,LB,JAX,3,0,0,15,53.8,0,0,2,66.7,0.0,0,0,0.0,0,3,2,0,0,,0,0,0,,,0,,0,0,0,0
Jahlani Tavai,51055,LB,NE,17,0,0,19,63.5,4,8,78,20.5,9.0,7,2,9.0,1,419,86,13,0,64.4,2,4,24,17.3,20.8,5,12.5,0,150,26,6
Julian Love,51081,S,SEA,17,0,1,29,90.0,1,1,4,0.7,0.0,0,3,25.0,0,549,4,2,0,90.7,1,1,3,1.2,0.0,0,33.3,0,252,3,2
Taylor Rapp,51172,S,BUF,14,0,1,4,77.1,0,3,4,1.7,50.0,2,3,37.5,0,289,5,3,0,,0,0,0,0.0,,0,,0,158,0,0
P.J. Locke,51189,S,DEN,12,0,0,10,93.3,0,0,11,3.2,18.2,2,2,27.3,3,345,11,3,0,95.2,0,0,5,2.9,40.0,2,40.0,2,170,5,2
Andre Chachere,51194,S,ARZ,17,0,0,1,49.3,0,1,8,2.7,0.0,0,0,6.3,0,293,8,1,0,56.3,0,0,2,1.7,0.0,0,0.0,0,121,2,0
Minkah Fitzpatrick,51206,S,PIT,11,0,0,25,57.1,0,1,18,5.3,5.6,1,3,2.8,0,356,19,1,0,58.6,0,1,7,4.3,0.0,0,7.1,0,185,8,1
Fred Warner,51222,LB,SF,20,3,1,28,80.6,3,11,56,7.3,8.9,5,3,17.9,3,820,60,17,1,73.9,1,8,36,9.5,11.1,4,18.1,2,401,38,11
Tracy Walker III,51266,S,DET,12,0,2,11,84.3,2,4,9,2.4,11.1,1,2,44.4,1,369,9,7,0,70.5,0,1,2,1.0,0.0,0,75.0,1,198,2,2
Drue Tranquill,51276,LB,KC,19,0,0,16,84.3,2,15,67,15.8,17.9,12,0,20.1,5,438,69,22,0,68.9,1,8,29,18.3,24.1,7,19.0,1,164,30,10
Mike Edwards,51282,S,KC,21,0,1,16,65.1,1,4,12,2.6,0.0,0,2,29.2,1,574,15,6,0,56.0,1,2,8,3.7,0.0,0,18.8,0,273,10,3
Terrell Edmunds,51334,S,TEN,15,0,0,31,76.1,0,1,16,4.9,12.5,2,2,15.6,2,345,17,3,0,90.3,0,0,8,5.1,12.5,1,25.0,2,177,9,2
Will Harris,51336,CB,DET,11,0,0,11,46.4,1,2,7,6.0,0.0,0,2,21.4,0,134,8,3,0,47.9,1,2,5,8.2,0.0,0,30.0,0,73,6,3
Micah Abernathy,51344,S,ATL,2,0,0,2,57.2,0,1,2,10.0,0.0,0,0,25.0,0,20,2,1,0,,0,0,0,0.0,,0,,0,13,0,0
Derwin James Jr.,51368,S,LAC,16,1,1,27,69.5,1,4,39,6.8,2.6,1,8,11.5,2,601,41,7,0,65.8,0,2,15,5.7,0.0,0,20.0,2,264,15,4
Amani Hooker,51378,S,TEN,13,0,0,31,48.3,0,2,9,1.8,0.0,0,0,11.1,0,514,9,2,0,50.7,0,1,2,0.9,0.0,0,25.0,0,225,2,1
Marcus Epps,51391,S,LV,17,0,0,23,57.5,0,0,10,1.9,10.0,1,0,0.0,0,626,12,0,0,55.3,0,0,1,0.7,0.0,0,0.0,0,284,2,0
Kaden Elliss,51485,LB,ATL,17,1,0,2,73.3,2,20,95,15.9,13.7,13,2,15.8,4,634,101,26,0,73.5,1,16,61,20.8,18.0,11,17.2,2,312,65,19
Dre Greenlaw,51503,LB,SF,18,0,1,28,57.0,2,4,54,8.1,5.6,3,5,9.3,2,691,56,8,0,63.6,1,2,27,8.4,11.1,3,13.0,2,334,28,5
Kenny Moore II,51596,CB,IND,16,0,0,14,68.1,0,2,23,4.5,0.0,0,5,13.0,2,622,28,4,0,71.0,0,2,9,4.3,0.0,0,33.3,2,303,13,4
Nicholas Morrow,51674,LB,PHI,16,0,0,24,79.9,3,4,45,7.9,17.8,8,2,14.4,3,571,45,10,0,83.8,0,2,20,7.8,25.0,5,20.0,3,255,20,5
Khyiris Tonga,52000,DI,MIN,13,0,0,18,70.4,2,7,78,100.0,15.4,12,0,5.8,0,79,79,9,0,80.2,1,5,24,100.0,29.2,7,12.5,0,24,24,6
Paulson Adebo,52280,CB,NO,15,0,2,20,52.0,0,0,3,0.5,0.0,0,9,0.0,0,571,3,0,0,60.0,0,0,1,0.4,0.0,0,0.0,0,280,1,0
Ivan Pace Jr.,53587,LB,MIN,17,0,1,18,78.0,6,6,106,25.5,21.7,23,1,8.5,3,428,109,15,0,62.9,4,2,45,31.2,20.0,9,6.7,0,154,48,6
Carrington Valentine,53750,CB,GB,17,0,1,12,58.6,0,0,1,0.2,0.0,0,3,0.0,0,538,1,0,0,58.6,0,0,1,0.3,0.0,0,0.0,0,291,1,0
